Station,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06,2023-07,2023-08,2023-09,2023-10,2023-11,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08,2024-09,2024-10,2024-11,2024-12
Sukaluyu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sukanagara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.67,45.16,100,16.13,9.68,7.14,0,10,100,56.67,32.26,0,60,16.13,30,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,96.67,100
Sukaraja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,86.67,93.55,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,87.1,100,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sukoharjo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.13,100,100,100,90,100,80,61.29,100,60,0,83.33,100,100,89.29,0,100,90.32,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Suliki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,96.67,87.1,100,100,100,100,100,100,100,100,100,70.97,100,100
Sumalata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,100,77.42,100,93.33,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,25.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.14,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,96.77
Sumedang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.29,100,100,100,93.55,100,100,100,100,100,100,22.58,48.39,100,100,100,100,100,100,100,100,100,96.67,100,100,96.43,0,86.67,100,100,100,100,100,100,80,0,80.65,100,100,100,96.77,100,100,100,100,100,100,100
Sumur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.67,87.1,87.1,39.29,0,0,19.35,26.67,83.87,3.23,0,45.16,86.67,83.87,96.77,60.71,0,100,100,96.67,93.55,96.77,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Sungai Beremas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,87.1,76.67,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,77.42,100,100,100,100,100,100,100,100,100,100,100,100
Sungai Dareh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,96.77,100,83.87,100,100,96.77,70,35.48,22.58,35.71,19.35,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,3.23,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,83.33,90.32,100,100,96.77,100,100,100,100,100,100,100,100,100
Sungai Lasi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,77.42,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,20,54.84,96.77,100,87.1,93.33,93.55,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Tabanan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,70.97,33.33,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,96.77,100,100,100,100,3.23,0,0,0,0,0,100,100,100,100,96.77,96.67,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Talang Babungo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.71,100,86.67,80.65,70,0,0,7.14,0,0,0,0,0,0,0,67.74,96.67,100,100,100,100,100,100,100,100,100,96.67,100,100,93.55
Tambakboyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,100,100,43.33,0,0,0,3.23,13.33,9.68,3.23,0,0,0,0,0,0,0,20,100,100,100,100,100,100,100,93.55,100,100,100,80,19.35,100,96.77,87.1,3.45,0,0,0,0,0,0,0,0,90,100,100,100,96.77,53.33,0,0,0,0,0,0,0,41.94,77.42,100,100,100,100,63.33,0,0,30,6.45,96.67,87.1,100,100,0,96.67,93.55,100,96.77,100,96.67,100,90,90.32,100,100,100,100,100,100,100,100,46.67,90.32,100,100
Tana toraja,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.97,6.67,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,83.33,90.32,48.39,96.55,100,100,100,100,100,100,100,100,100,100
Tanah Merah,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.58,100,100,93.33,90.32,100,100,100,100,100,100,83.87,51.61,100,100,83.33,32.26
Tangse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,96.77,100,100,100,93.55,100,74.19,61.29,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,87.1,100,100,100,100,100,100,100,100,100,100,100,100
Tanjung Pandan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,96.77,33.33,100,100,100,100,75,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,100,100,100,28.57,0,0,0,0,0,32.26,100,100,93.33,90.32,100,100,100,100,100,100,100,100,73.33,51.61,100,100
Tanjung Pinang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,73.33,100,96.67,77.42,100,100,100,100,96.77,100,100,100,100,100,100,100,100,100,100,100,90.32,100,100,100,100,93.55,100,100,16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.87,83.33,90.32,100,93.1,83.87,100,100,100,100,96.77,100,100,100,100
Tanjung Raya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,32.26,100,0,100,100,100,100,100,100,100,93.33,90.32,54.84,58.62,61.29,100,100,100,100,100,100,100,100,100
Tanjungsiang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,90.32,87.1,17.86,19.35,66.67,93.55,100,100,100,100,100,100,100,100,100,100,100,100,46.67,100,100,100,16.13,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,93.33,100
Tano Tombangan Angkola,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,96.43,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Taopa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,96.77,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Tarakan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,93.55,33.33,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,100,100,100,10.71,0,0,0,0,0,0,0,0,6.67,48.39,100,41.38,87.1,100,96.77,100,100,100,70,22.58,0,0
Tarano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Tegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,100,100,96.67,74.19,100,93.33,100,66.67,6.45,9.68,100,100,100,100,100,100,100,100,100,100,90.32,90.32,78.57,54.84,23.33,0,13.33,100,100,73.33,19.35,100,96.77,87.1,3.45,0,0,0,0,3.23,0,30,100,100,83.87,64.52,85.71,45.16,63.33,100,66.67,77.42,90.32,100,100,90,100,61.29,85.71,100,100,100,100,100,100,3.33,0,0,61.29,100,100,0,100,100,100,100,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,100
Tegalbuleud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.1,19.35,0,0,0,0,0,3.57,0,56.67,51.61,100,100,96.77,93.33,100,93.33,90.32,100,65.52,90.32,96.67,100,96.67,100,100,100,100,26.67,83.87
Tehoru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,100,60,0,0,0,0,0,35.48,100,100,100,100,100,100,100,100,83.87,100,100,6.45,96.67,100,100,100,0,100,100,100,93.55,83.87,96.67,100,20,90.32,100,100,90.32,100,93.55,100,90.32,87.1,100,100,100,100
Telaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,36.67,83.87,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Teluk Ambon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,61.29,71.43,100,96.67,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,87.1,100,89.66,32.26,100,100,100,100,100,100,100,100,100
Teluk Bayur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,96.77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Teluk Dalam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,12.9,96.67,100,100,100,0,100,100,100,100,100,100,100,90,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Teminabuan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.67,70.97,100,40,100,96.67,9.68,0,71.43,80.65,100,96.77,100,100,100,96.67,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,77.42,100,100,100,100,100,100,100,100,100
Teramang Jaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Ternadi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,96.67,100,100,100,100,96.67,100,100,100,100,100,100,100,100
Ternate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.32,100,100,100,93.33,90.32,100,100,100,100,96.77,83.33,100,100,100,100,100,100
Tiganderket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,90.32,96.67,93.55,100,100,100,93.33,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Tomo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,66.67,64.52,90.32,100,100,100,93.55,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,93.55,100,100,93.33,90.32,100,100,100,100,100,100,100,96.77,93.33,87.1,100,100
Tomoni,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,77.42,38.71,0,0,16.67,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,12.9,0,0,77.42,100,100
Tondano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.26,7.14,0,33.33,96.77,100,100,100,100,100,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.39,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
"Tondong Talasa, Pangkep, Sulawesi Selatan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.03,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,61.29,73.33,100
Tonra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,87.1,100,100,77.42,96.67,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Towuti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,96.77,40,100,100,100,100,89.29,100,100,93.55,100,100,100,100,77.42,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,16.13
Tretes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,67.74,33.33,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,67.74,100,100,100,100,0,96.67,100,100,100,100,83.33,90.32,93.33,83.87,100,96.55,87.1,100,100,100,100,100,63.33,0,0,0
Tuhemberua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,100,93.55,74.19,75,0,0,0,86.67,100,100,100,100,90,90.32,100,100,100,100,100,100,100,100,100,100,100,87.1
Tumpakrejo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.74,100,40,100,100,100,100,100,100,100,93.55,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.45,96.67,100,100,100,0,86.67,100,100,100,96.77,83.33,100,93.33,90.32,100,100,100,100,100,100,100,100,100,100,100,100
Tuntungan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.23,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,90.32,100,100,100,100,93.55,100,100,100,83.33,3.23,40,96.77,87.1,3.45,0,0,0,0,0,0,30,100,100,100,96.77,100,96.77,100,100,93.33,100,96.77,100,38.71,0,0,0,0,0,0,0,0,67.74,80.65,100,6.45,96.67,100,100,100,0,100,100,100,100,100,100,100,93.33,90.32,100,100,100,100,100,70,100,100,100,100,100,100
